104,_ridLIIU1YAQCSR,Paid,14000,_bidP465RQFA55N,_pid8923827129,2022/03/25
52,_ridM5NUMH051ZH,Paid,24000,_bidCYD1VTETLTS,_pid8923827130,2022/03/26
97,_ridMFSO8HHK3PM,Paid,14000,_bidV6P1L42NAHE,_pid8923827129,2022/03/27
54,_ridN60OLQ9B1QC,Paid,24000,_bid2JCXH73AM64,_pid8923827130,2022/03/28
32,_ridNCW0YK1Z1DP,Paid,8000,_bidCB7ZR0E3LW4,_pid8923827126,2022/03/29
43,_ridNF5H4ZLMF2V,Paid,24000,_bidDKU8VWTAZJS,_pid8923827130,2022/03/30
90,_ridO55JQ87C9ME,Paid,14000,_bidRQSIX03HBQZ,_pid8923827129,2022/03/31
51,_ridOMAHRNBH9LF,Paid,24000,_bid7VRLBMSPQP4,_pid8923827130,2022/04/01
24,_ridOZ6P48VWASY,Paid,8000,_bidYW98GCO8X32,_pid8923827126,2022/04/02
35,_ridP0FCTVBNWPG,Paid,8000,_bidIK0K8F0G9IJ,_pid8923827126,2022/04/03
67,_ridP358NXRL3KO,Paid,8500,_bidVVNYOT2ZJ7D,_pid8923827127,2022/04/04
92,_ridP3XB0PF6TP8,Paid,14000,_bidLY2MQS6NAGM,_pid8923827129,2022/04/05
45,_ridPRYE1XR1ZMQ,Paid,24000,_bidFC7F6FSMLT9,_pid8923827130,2022/04/06
26,_ridQGHMAER7V3J,Paid,8000,_bid5FOIZD1XFNY,_pid8923827126,2022/04/07
64,_ridQI1Z7SGQSEB,Paid,8500,_bidGVJO725BVVU,_pid8923827127,2022/04/08
5,_ridQUKNIRIIW2N,Paid,14000,_bidGMS519O5LRV,_pid8923827128,2022/04/09
80,_ridQYGHSYT5XSK,Paid,8500,_bidR3JE00NULBD,_pid8923827127,2022/04/10
73,_ridRHX6SX566EZ,Paid,8500,_bidDZ6Y0C5XY0O,_pid8923827127,2022/04/11
38,_ridRLF4XWDS92Y,Paid,8000,_bidCU63V40PWMB,_pid8923827126,2022/04/12
91,_ridRTIWCUAXZVA,Paid,14000,_bidED290NF9TV5,_pid8923827129,2022/04/13
59,_ridRYA27LKMHCL,Paid,24000,_bidOQD0JJ3Q050,_pid8923827130,2022/04/14
21,_ridSLXOGNLLFTK,Paid,14000,_bidKSM560NPA9L,_pid8923827128,2022/04/15
87,_ridSX1URPT635J,Paid,14000,_bidWV0TE7S2R40,_pid8923827129,2022/04/16
69,_ridTWS42Z46X5H,Paid,8500,_bidSATLRWW6FGC,_pid8923827127,2022/04/17
63,_ridVUHV74SJMII,Paid,24000,_bidOXWKO01WJEY,_pid8923827130,2022/04/18
46,_ridVW8R1Y92KI9,Paid,24000,_bidTYAJRYI82NM,_pid8923827130,2022/04/19
4,_ridWHNQ23VNIYW,Paid,14000,_bidIZFHPV0DEVM,_pid8923827128,2022/04/20
88,_ridWPDJJXWBGER,Paid,14000,_bidYSYMNXR82TI,_pid8923827129,2022/04/21
93,_ridX2EAJQUFORF,Paid,14000,_bidU2OFO30C4X4,_pid8923827129,2022/04/22
36,_ridXTIUKKLAXE9,Paid,8000,_bid69LTY0AB8GV,_pid8923827126,2022/04/23
17,_ridYE0SQK25XPH,Paid,14000,_bidL07N6H10LEO,_pid8923827128,2022/04/24
79,_ridYJ519G2319U,Paid,8500,_bidP3BFTW3NCX2,_pid8923827127,2022/04/25
12,_ridYX0OHQVMIMW,Paid,14000,_bidD49QTEXO33E,_pid8923827128,2022/04/26
14,_ridYZDXAJT4NA0,Paid,14000,_bidZ65P8DOO156,_pid8923827128,2022/04/27
9,_ridZNO2IRF6WDC,Paid,14000,_bidMR963WGCQLM,_pid8923827128,2022/04/28
13,_ridZSM33WEVE18,Paid,14000,_bid16QN7QUQKXA,_pid8923827128,2022/04/29
84,_ridZUWK7FVCHAN,Paid,8500,_bidOX6HU0AUWWE,_pid8923827127,2022/04/30
